participant,tone,tone_onset,loop.thisN,key_resp_5.keys,key_resp_5.rt,mouseClick_5.clicked_name,thisA,thisB,thisC,typePrompt,cor,snr,env,CRMcorrect,CRMhit,hit,miss,cr,fa
F2024_19,stimuli/tones/silence.wav,1.25,102,noResp,NA,R_2,stimuli/Baron6dB/070101.wav,stimuli/Hopper/030203.wav,stimuli/Tiger/050302.wav,NA,1,silence,silence,R_2,1,0,0,1,0
F2024_19,stimuli/tones/PercTri-18dB.wav,2,103,space,2.6836,B_2,stimuli/Baron6dB/070001.wav,stimuli/Charlie/000201.wav,stimuli/Ringo/010301.wav,NA,1,-18dB,PercTri,B_2,1,1,0,0,0
F2024_19,stimuli/tones/silence.wav,1.25,104,noResp,NA,R_4,stimuli/Baron6dB/070103.wav,stimuli/Ringo/010301.wav,stimuli/Tiger/050101.wav,NA,1,silence,silence,R_4,1,0,0,1,0
F2024_19,stimuli/tones/PercTri-24dB.wav,2,105,space,2.3816,G_2,stimuli/Baron6dB/070301.wav,stimuli/Laker/020201.wav,stimuli/Hopper/030201.wav,NA,1,-24dB,PercTri,G_2,1,1,0,0,0
F2024_19,stimuli/tones/PercTri-18dB.wav,0.75,106,space,1.2349,G_4,stimuli/Baron6dB/070303.wav,stimuli/Ringo/010200.wav,stimuli/Hopper/030301.wav,NA,1,-18dB,PercTri,G_4,1,1,0,0,0
F2024_19,stimuli/tones/silence.wav,1.25,107,noResp,NA,B_4,stimuli/Baron6dB/070003.wav,stimuli/Eagle/060000.wav,stimuli/Eagle/060201.wav,NA,1,silence,silence,B_4,1,0,0,1,0
F2024_19,stimuli/tones/silence.wav,2,108,noResp,NA,W_1,stimuli/Baron6dB/070200.wav,stimuli/Tiger/050002.wav,stimuli/Laker/020200.wav,NA,1,silence,silence,W_1,1,0,0,1,0
F2024_19,stimuli/tones/silence.wav,2,109,noResp,NA,W_3,stimuli/Baron6dB/070202.wav,stimuli/Tiger/050203.wav,stimuli/Laker/020103.wav,NA,1,silence,silence,W_3,1,0,0,1,0
F2024_19,stimuli/tones/FlatIEC-21dB.wav,1.25,110,space,2.7194,R_1,stimuli/Baron6dB/070100.wav,stimuli/Arrow/040300.wav,stimuli/Laker/020102.wav,NA,1,-21dB,Flat,R_1,1,1,0,0,0
F2024_19,stimuli/tones/silence.wav,2,111,noResp,NA,W_2,stimuli/Baron6dB/070201.wav,stimuli/Hopper/030103.wav,stimuli/Arrow/040003.wav,NA,1,silence,silence,W_2,1,0,0,1,0
F2024_19,stimuli/tones/silence.wav,1.25,112,noResp,NA,R_3,stimuli/Baron6dB/070102.wav,stimuli/Charlie/000302.wav,stimuli/Eagle/060000.wav,NA,1,silence,silence,R_3,1,0,0,1,0
F2024_19,stimuli/tones/silence.wav,2,113,noResp,NA,B_4,stimuli/Baron6dB/070003.wav,stimuli/Hopper/030300.wav,stimuli/Eagle/060300.wav,NA,1,silence,silence,B_4,1,0,0,1,0
F2024_19,stimuli/tones/FlatIEC-30dB.wav,2,114,noResp,NA,W_3,stimuli/Baron6dB/070202.wav,stimuli/Arrow/040000.wav,stimuli/Tiger/050303.wav,NA,0,-30dB,Flat,W_3,1,0,1,0,0
F2024_19,stimuli/tones/PercTri-21dB.wav,1.25,115,space,1.7587,G_3,stimuli/Baron6dB/070300.wav,stimuli/Charlie/000301.wav,stimuli/Hopper/030300.wav,NA,1,-21dB,PercTri,G_1,0,1,0,0,0
F2024_19,stimuli/tones/FlatIEC-33dB.wav,2,116,space,3.2114,B_2,stimuli/Baron6dB/070001.wav,stimuli/Tiger/050001.wav,stimuli/Tiger/050001.wav,NA,1,-33dB,Flat,B_2,1,1,0,0,0
F2024_19,stimuli/tones/silence.wav,1.25,117,noResp,NA,B_1,stimuli/Baron6dB/070000.wav,stimuli/Tiger/050300.wav,stimuli/Ringo/010301.wav,NA,1,silence,silence,B_1,1,0,0,1,0
F2024_19,stimuli/tones/silence.wav,2,118,noResp,NA,G_3,stimuli/Baron6dB/070302.wav,stimuli/Ringo/010203.wav,stimuli/Charlie/000000.wav,NA,1,silence,silence,G_3,1,0,0,1,0
F2024_19,stimuli/tones/silence.wav,0.75,119,noResp,NA,G_4,stimuli/Baron6dB/070303.wav,stimuli/Ringo/010002.wav,stimuli/Hopper/030103.wav,NA,1,silence,silence,G_4,1,0,0,1,0
F2024_19,stimuli/tones/silence.wav,1.25,120,noResp,NA,R_1,stimuli/Baron6dB/070100.wav,stimuli/Hopper/030003.wav,stimuli/Tiger/050101.wav,NA,1,silence,silence,R_1,1,0,0,1,0
F2024_19,stimuli/tones/silence.wav,2,121,noResp,NA,G_2,stimuli/Baron6dB/070301.wav,stimuli/Tiger/050000.wav,stimuli/Arrow/040000.wav,NA,1,silence,silence,G_2,1,0,0,1,0
F2024_19,stimuli/tones/silence.wav,0.75,122,noResp,NA,G_4,stimuli/Baron6dB/070103.wav,stimuli/Eagle/060300.wav,stimuli/Laker/020303.wav,NA,1,silence,silence,R_4,0,0,0,1,0
F2024_19,stimuli/tones/PercTri-27dB.wav,0.75,123,space,1.3295,R_2,stimuli/Baron6dB/070101.wav,stimuli/Ringo/010001.wav,stimuli/Arrow/040302.wav,NA,1,-27dB,PercTri,R_2,1,1,0,0,0
